,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance,Primary_Manufacturing_Location,Secondary_Manufacturing_Location,Annual_Production_Capacity,Year_Operations_Started
7662,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-02-02,2021-02-02,167,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7663,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-09-19,2020-09-19,118,0.21,0.31,0.01,Mexico,Germany,494250,2010
7664,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2023-09-16,2023-09-16,96,0.24,0.29,0.01,Sweden,China,342446,1997
7665,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2018-07-06,2018-07-06,24,0.26,0.29,0.01,UK,UK,291315,2014
7666,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2017-01-07,2017-01-07,30,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7667,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,Missing,2018-01-27,86,0.33,0.26,0.01,Mexico,Japan,150730,2002
7668,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-07-11,Missing,116,0.26,0.35,0.01,UK,Sweden,169318,1991
7669,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2022-12-25,2022-12-25,179,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7670,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2022-03-11,2022-03-11,36,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7671,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-11-29,2020-11-29,135,0.37,0.24,0.01,Japan,Sweden,300990,2015
7672,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-06-19,2018-06-19,132,0.37,0.24,0.01,Japan,Sweden,300990,2015
7673,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-03-03,2018-03-03,94,0.35,0.31,0.01,Mexico,Germany,494250,2010
7674,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,Missing,2017-11-05,81,0.21,0.25,0.01,UK,Sweden,169318,1991
7675,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-03-15,2023-03-15,126,0.26,0.35,0.01,UK,Sweden,169318,1991
7676,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2016-09-07,2016-09-07,79,0.21,0.31,0.01,Mexico,Germany,494250,2010
7677,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-02-23,2023-02-23,42,0.23,0.22,0.01,Sweden,China,378616,2002
7678,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-08-06,2018-08-06,142,0.35,0.25,0.01,Japan,Sweden,300990,2015
7679,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2018-01-24,2018-01-24,42,0.26,0.35,0.01,UK,Sweden,169318,1991
7680,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-05-23,2016-05-23,94,0.35,0.25,0.01,Japan,Sweden,300990,2015
7681,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-12-19,2015-12-19,65,0.26,0.35,0.01,UK,Sweden,169318,1991
7682,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2017-01-01,2017-01-01,92,0.36,0.34,0.01,Sweden,China,378616,2002
7683,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-10-23,2023-10-23,47,0.21,0.25,0.01,UK,Sweden,169318,1991
7684,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-09-10,2017-09-10,25,0.35,0.25,0.01,Japan,Sweden,300990,2015
7685,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,7,2015-01-01,2015-01-01,82,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7686,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-12-18,2021-12-18,102,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7687,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-06-09,2022-06-09,140,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7688,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-02-26,2020-02-26,42,0.21,0.31,0.01,Mexico,Germany,494250,2010
7689,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-02-02,2016-02-02,13,0.29,0.29,0.01,South Korea,China,107624,1995
7690,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-11-27,2019-11-27,106,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7691,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-02-14,2020-02-14,49,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7692,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2015-07-21,2015-07-21,83,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7693,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-06-15,2023-06-15,32,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7694,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-04-05,2015-04-05,30,0.35,0.27,0.01,Mexico,Germany,494250,2010
7695,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-10-30,2016-10-30,113,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7696,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-06-16,2022-06-16,37,0.33,0.26,0.01,Mexico,Japan,150730,2002
7697,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-03-19,2022-03-19,140,0.35,0.31,0.01,Mexico,Germany,494250,2010
7698,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-06-18,2023-06-18,171,0.21,0.25,0.01,UK,Sweden,169318,1991
7699,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2015-10-27,2015-10-27,81,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7700,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-02-06,2021-02-06,126,0.21,0.25,0.01,UK,Sweden,169318,1991
7701,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-09-01,2016-09-01,96,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7702,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2022-03-19,2022-03-19,108,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7703,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2016-04-11,2016-04-11,64,0.33,0.26,0.01,Mexico,Japan,150730,2002
7704,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2016-12-12,2016-12-12,29,0.33,0.26,0.01,Mexico,Japan,150730,2002
7705,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,Missing,2021-01-27,25,0.21,0.31,0.01,Mexico,Germany,494250,2010
7706,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-03-18,2020-03-18,92,0.31,0.26,0.01,Sweden,China,342446,1997
7707,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2023-05-21,2023-05-21,118,0.21,0.31,0.01,Mexico,Germany,494250,2010
7708,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-01-07,2020-01-07,142,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7709,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2015-01-11,2015-01-11,31,0.39,0.29,0.01,UK,UK,126978,2020
7710,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-05-21,2015-05-21,66,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7711,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-12-25,2023-12-25,202,0.33,0.26,0.01,Mexico,Japan,150730,2002
7712,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-03-06,2023-03-06,36,0.35,0.27,0.01,Mexico,Germany,494250,2010
7713,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,Missing,2022-10-29,102,0.33,0.26,0.01,Mexico,Japan,150730,2002
7714,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-11-23,2021-11-23,172,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7715,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-11-06,2015-11-06,21,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7716,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-04-15,2020-04-15,120,0.4,0.22,0.01,UK,UK,291315,2014
7717,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2017-04-20,2017-04-20,36,0.36,0.34,0.01,Sweden,China,378616,2002
7718,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-04-23,2023-04-23,112,0.31,0.26,0.01,Sweden,China,342446,1997
7719,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,7,2015-03-30,2015-03-30,61,0.4,0.22,0.01,UK,UK,291315,2014
7720,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-10-17,2019-10-17,85,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7721,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2018-08-27,2018-08-27,98,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7722,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-12-03,2020-12-03,87,0.37,0.24,0.01,Japan,Sweden,300990,2015
7723,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2021-05-31,2021-05-31,108,0.26,0.29,0.01,UK,UK,291315,2014
7724,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-03-06,2018-03-06,91,0.37,0.24,0.01,Japan,Sweden,300990,2015
7725,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2018-06-11,2018-06-11,76,0.26,0.35,0.01,UK,Sweden,169318,1991
7726,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-08-05,2015-08-05,33,0.24,0.29,0.01,Sweden,China,342446,1997
7727,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-12-29,2016-12-29,88,0.37,0.24,0.01,Japan,Sweden,300990,2015
7728,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-09-23,2015-09-23,85,0.33,0.26,0.01,Mexico,Japan,150730,2002
7729,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2016-01-15,2016-01-15,59,0.39,0.29,0.01,UK,UK,126978,2020
7730,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,2,2019-08-06,2019-08-06,123,0.31,0.26,0.01,Sweden,China,342446,1997
7731,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-07-21,2017-07-21,37,0.39,0.29,0.01,UK,UK,126978,2020
7732,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-02-05,2018-02-05,32,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7733,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-11-25,2023-11-25,185,0.36,0.34,0.01,Sweden,China,378616,2002
7734,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-01-06,Missing,143,0.29,0.29,0.01,South Korea,China,107624,1995
7735,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,Missing,2018-01-16,108,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7736,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-03-25,2019-03-25,119,0.35,0.31,0.01,Mexico,Germany,494250,2010
7737,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2017-10-06,2017-10-06,25,0.26,0.35,0.01,UK,Sweden,169318,1991
7738,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-06-13,2023-06-13,213,0.21,0.31,0.01,Mexico,Germany,494250,2010
7739,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-06-12,2020-06-12,49,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7740,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2015-03-21,2015-03-21,82,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7741,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-10-02,2021-10-02,108,0.31,0.26,0.01,Sweden,China,342446,1997
7742,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2021-10-29,2021-10-29,143,0.23,0.27,0.01,South Korea,China,107624,1995
7743,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-08-05,2022-08-05,120,0.33,0.26,0.01,Mexico,Japan,150730,2002
7744,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2017-06-30,2017-06-30,88,0.21,0.31,0.01,Mexico,Germany,494250,2010
7745,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-01-13,2023-01-13,108,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7746,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-08-22,2020-08-22,23,0.35,0.25,0.01,Japan,Sweden,300990,2015
7747,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-01-01,Missing,107,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7748,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,Missing,2018-07-15,111,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7749,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-10-22,2020-10-22,150,0.35,0.25,0.01,Japan,Sweden,300990,2015
7750,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-01-13,2022-01-13,96,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7751,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-02-24,2022-02-24,107,0.37,0.31,0.01,Germany,USA,498290,1998
7752,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-03-18,2020-03-18,111,0.35,0.25,0.01,Japan,Sweden,300990,2015
7753,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-06-27,2018-06-27,104,0.21,0.25,0.01,UK,Sweden,169318,1991
7754,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-10-08,2019-10-08,145,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7755,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2023-09-04,2023-09-04,272,0.37,0.31,0.01,Germany,USA,498290,1998
7756,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-04-18,2022-04-18,146,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7757,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-01-03,2023-01-03,120,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7758,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-11-15,2023-11-15,136,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7759,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-05-01,2020-05-01,82,0.31,0.26,0.01,Sweden,China,342446,1997
7760,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2021-11-22,2021-11-22,129,0.26,0.35,0.01,UK,Sweden,169318,1991
7761,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-01-29,2019-01-29,37,0.35,0.25,0.01,Japan,Sweden,300990,2015
7762,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2018-03-14,2018-03-14,81,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7763,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-09-15,2015-09-15,73,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7764,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2019-01-20,2019-01-20,80,0.35,0.27,0.01,Mexico,Germany,494250,2010
7765,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2020-10-25,2020-10-25,105,0.35,0.27,0.01,Mexico,Germany,494250,2010
7766,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-10-26,2020-10-26,42,0.36,0.34,0.01,Sweden,China,378616,2002
7767,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,Missing,2020-03-11,39,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7768,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-06-10,2016-06-10,111,0.35,0.25,0.01,Japan,Sweden,300990,2015
7769,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-06-08,2020-06-08,143,0.26,0.29,0.01,UK,UK,291315,2014
7770,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-12-31,2016-12-31,76,0.23,0.22,0.01,Sweden,China,378616,2002
7771,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-07-03,2023-07-03,112,0.26,0.35,0.01,UK,Sweden,169318,1991
7772,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2021-03-10,Missing,102,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7773,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2021-04-22,2021-04-22,122,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7774,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-05-10,2020-05-10,36,0.23,0.22,0.01,Sweden,China,378616,2002
7775,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-02-01,2016-02-01,22,0.23,0.22,0.01,Sweden,China,378616,2002
7776,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-03-05,2023-03-05,122,0.23,0.27,0.01,South Korea,China,107624,1995
7777,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-08-16,2020-08-16,86,0.4,0.22,0.01,UK,UK,291315,2014
7778,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-08-07,2018-08-07,103,0.37,0.31,0.01,Germany,USA,498290,1998
7779,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-10-18,2019-10-18,115,0.24,0.29,0.01,Sweden,China,342446,1997
7780,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,7,2020-01-27,2020-01-27,21,0.29,0.29,0.01,South Korea,China,107624,1995
7781,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-07-02,2015-07-02,28,0.29,0.29,0.01,South Korea,China,107624,1995
7782,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,Missing,2018-06-16,94,0.26,0.29,0.01,UK,UK,291315,2014
7783,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-06-11,2018-06-11,113,0.37,0.31,0.01,Germany,USA,498290,1998
7784,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-08-05,2021-08-05,118,0.23,0.22,0.01,Sweden,China,378616,2002
7785,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2023-08-22,2023-08-22,105,0.37,0.31,0.01,Germany,USA,498290,1998
7786,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-11-27,2018-11-27,109,0.23,0.22,0.01,Sweden,China,378616,2002
7787,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2015-05-29,2015-05-29,85,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7788,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-09-08,2015-09-08,72,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7789,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-06-26,2018-06-26,124,0.24,0.29,0.01,Sweden,China,342446,1997
7790,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-03-20,2016-03-20,55,0.39,0.29,0.01,UK,UK,126978,2020
7791,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-08-27,2020-08-27,93,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7792,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-08-19,2015-08-19,70,0.23,0.22,0.01,Sweden,China,378616,2002
7793,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-07-01,2020-07-01,39,0.37,0.31,0.01,Germany,USA,498290,1998
7794,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-11-17,2022-11-17,158,0.35,0.25,0.01,Japan,Sweden,300990,2015
7795,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-11-20,2017-11-20,34,0.33,0.26,0.01,Mexico,Japan,150730,2002
7796,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-02-13,2017-02-13,120,0.24,0.29,0.01,Sweden,China,342446,1997
7797,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2020-09-19,2020-09-19,105,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7798,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-12-29,2015-12-29,17,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7799,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-10-18,2022-10-18,131,0.36,0.34,0.01,Sweden,China,378616,2002
7800,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-01-07,2015-01-07,65,0.23,0.22,0.01,Sweden,China,378616,2002
7801,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-04-25,2019-04-25,75,0.26,0.29,0.01,UK,UK,291315,2014
7802,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-01-11,2023-01-11,127,0.4,0.22,0.01,UK,UK,291315,2014
7803,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-08-17,2022-08-17,134,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7804,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-01-11,2023-01-11,92,0.39,0.29,0.01,UK,UK,126978,2020
7805,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,Missing,2019-05-13,92,0.31,0.26,0.01,Sweden,China,342446,1997
7806,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2019-10-12,2019-10-12,84,0.39,0.29,0.01,UK,UK,126978,2020
7807,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,2,2019-01-24,2019-01-24,30,0.35,0.25,0.01,Japan,Sweden,300990,2015
7808,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2022-01-04,2022-01-04,87,0.35,0.27,0.01,Mexico,Germany,494250,2010
7809,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-05-29,2020-05-29,89,0.29,0.29,0.01,South Korea,China,107624,1995
7810,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2021-11-01,2021-11-01,35,0.37,0.31,0.01,Germany,USA,498290,1998
7811,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2019-02-05,2019-02-05,90,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7812,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-04-26,2018-04-26,92,0.21,0.31,0.01,Mexico,Germany,494250,2010
7813,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-10-04,2015-10-04,17,0.33,0.26,0.01,Mexico,Japan,150730,2002
7814,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2020-06-13,2020-06-13,99,0.26,0.35,0.01,UK,Sweden,169318,1991
7815,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2017-10-10,2017-10-10,88,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7816,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-08-17,2016-08-17,16,0.21,0.25,0.01,UK,Sweden,169318,1991
7817,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2019-06-19,2019-06-19,26,0.39,0.29,0.01,UK,UK,126978,2020
7818,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-01-17,Missing,215,0.33,0.26,0.01,Mexico,Japan,150730,2002
7819,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-03-25,2018-03-25,87,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7820,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-09-25,Missing,169,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7821,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-01-21,2015-01-21,24,0.23,0.27,0.01,South Korea,China,107624,1995
7822,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2021-10-22,2021-10-22,132,0.26,0.29,0.01,UK,UK,291315,2014
7823,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-02-28,Missing,80,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7824,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-09-09,2022-09-09,34,0.21,0.25,0.01,UK,Sweden,169318,1991
7825,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-11-07,2019-11-07,83,0.35,0.31,0.01,Mexico,Germany,494250,2010
7826,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,Missing,2022-08-04,131,0.35,0.27,0.01,Mexico,Germany,494250,2010
7827,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-11-19,2018-11-19,100,0.24,0.29,0.01,Sweden,China,342446,1997
