,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance
7947,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2021-11-20,2021-11-20,116,0.4,0.22,0.01
7948,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2021-12-22,2021-12-22,111,0.35,0.27,0.01
7949,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-02-13,2017-02-13,115,0.24,0.29,0.01
7950,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2019-10-19,2019-10-19,33,0.35,0.27,0.01
7951,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-02-20,2017-02-20,29,0.39,0.22,0.01
7952,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-12-29,2020-12-29,113,0.37,0.32,0.01
7953,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2015-06-10,2015-06-10,68,0.36,0.22,0.01
7954,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-02-17,2018-02-17,104,0.21,0.31,0.01
7955,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-02-25,2017-02-25,60,0.24,0.29,0.01
7956,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-04-30,2016-04-30,67,0.21,0.31,0.01
7957,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-11-10,2017-11-10,36,0.35,0.25,0.01
7958,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2015-11-06,Missing,103,0.26,0.29,0.01
7959,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-06-11,2022-06-11,143,0.33,0.26,0.01
7960,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-01-25,2023-01-25,185,0.37,0.32,0.01
7961,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-03-05,2019-03-05,26,0.24,0.29,0.01
7962,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-12-27,2017-12-27,121,0.36,0.34,0.01
7963,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-11-02,2016-11-02,19,0.35,0.31,0.01
7964,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-06-08,2021-06-08,27,0.25,0.3,0.01
7965,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-08-04,2017-08-04,22,0.37,0.24,0.01
7966,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-04-14,2023-04-14,247,0.37,0.32,0.01
7967,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-05-10,2018-05-10,75,0.25,0.3,0.01
7968,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-12-14,2019-12-14,98,0.36,0.34,0.01
7969,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-06-07,2019-06-07,85,0.36,0.23,0.01
7970,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2021-09-30,2021-09-30,134,0.39,0.29,0.01
7971,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,Missing,2020-12-21,113,0.36,0.23,0.01
7972,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2021-02-07,2021-02-07,164,0.37,0.24,0.01
7973,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-12-30,2018-12-30,160,0.34,0.26,0.01
7974,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-07-09,2023-07-09,27,0.21,0.25,0.01
7975,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-08-16,2021-08-16,101,0.37,0.24,0.01
7976,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-09-30,2023-09-30,53,0.31,0.26,0.01
7977,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-03-09,2019-03-09,90,0.37,0.31,0.01
7978,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-07-20,2017-07-20,26,0.21,0.25,0.01
7979,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-08-31,2022-08-31,108,0.35,0.31,0.01
7980,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-10-20,2016-10-20,71,0.36,0.22,0.01
7981,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-02-08,2022-02-08,21,0.26,0.35,0.01
7982,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-05-12,2022-05-12,92,0.35,0.25,0.01
7983,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-06-04,2021-06-04,99,0.25,0.3,0.01
7984,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-01-05,Missing,24,0.36,0.22,0.01
7985,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-10-26,2016-10-26,83,0.37,0.24,0.01
7986,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2021-07-07,2021-07-07,98,0.34,0.26,0.01
7987,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2020-05-02,2020-05-02,102,0.21,0.31,0.01
7988,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-03-16,Missing,133,0.35,0.25,0.01
7989,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2020-11-07,2020-11-07,189,0.21,0.31,0.01
7990,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-07-03,2021-07-03,24,0.26,0.31,0.01
7991,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-08-15,2019-08-15,78,0.25,0.3,0.01
7992,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2018-07-23,2018-07-23,105,0.36,0.22,0.01
7993,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2022-11-02,2022-11-02,34,0.35,0.25,0.01
7994,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-06-12,2017-06-12,33,0.34,0.26,0.01
7995,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2016-04-12,2016-04-12,85,0.31,0.26,0.01
7996,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-01-31,2020-01-31,156,0.39,0.29,0.01
7997,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-08-26,2023-08-26,120,0.25,0.3,0.01
7998,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-03-31,2021-03-31,182,0.4,0.22,0.01
7999,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2019-01-04,2019-01-04,29,0.39,0.22,0.01
8000,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-05-16,2021-05-16,108,0.25,0.3,0.01
8001,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-09-09,2017-09-09,103,0.33,0.26,0.01
8002,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-06-03,2020-06-03,30,0.39,0.29,0.01
8003,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-09-07,2015-09-07,78,0.26,0.29,0.01
8004,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-02-26,2021-02-26,107,0.25,0.3,0.01
8005,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2015-04-06,2015-04-06,26,0.39,0.22,0.01
8006,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2022-04-19,2022-04-19,100,0.25,0.3,0.01
8007,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-12-04,2023-12-04,51,0.23,0.22,0.01
8008,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-07-06,2018-07-06,94,0.37,0.32,0.01
8009,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-06-26,2019-06-26,76,0.35,0.25,0.01
8010,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2016-12-17,2016-12-17,89,0.25,0.3,0.01
8011,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-02-18,2019-02-18,17,0.39,0.22,0.01
8012,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-08-18,2020-08-18,116,0.21,0.31,0.01
8013,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2022-01-16,2022-01-16,95,0.31,0.26,0.01
8014,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-01-10,2017-01-10,83,0.36,0.22,0.01
8015,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-06-20,2023-06-20,92,0.21,0.31,0.01
8016,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-07-06,2021-07-06,35,0.35,0.31,0.01
8017,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-07-21,2017-07-21,37,0.39,0.22,0.01
8018,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-09-18,2018-09-18,109,0.31,0.26,0.01
8019,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-01-28,2017-01-28,70,0.26,0.35,0.01
8020,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-06-14,2022-06-14,124,0.24,0.29,0.01
8021,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2016-12-05,2016-12-05,96,0.34,0.26,0.01
8022,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-06-14,2021-06-14,90,0.21,0.31,0.01
8023,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,Missing,Missing,79,0.37,0.24,0.01
8024,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-06-28,2019-06-28,112,0.35,0.31,0.01
8025,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-01-22,2022-01-22,176,0.35,0.31,0.01
8026,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-11-21,2021-11-21,102,0.21,0.25,0.01
8027,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2019-10-26,2019-10-26,40,0.36,0.22,0.01
8028,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-04-25,2018-04-25,19,0.25,0.3,0.01
8029,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-10-05,2016-10-05,28,0.37,0.31,0.01
8030,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-05-18,2019-05-18,116,0.34,0.26,0.01
8031,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2023-08-04,2023-08-04,34,0.26,0.29,0.01
8032,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2021-06-29,2021-06-29,91,0.26,0.31,0.01
8033,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-10-02,2021-10-02,133,0.37,0.32,0.01
8034,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-05-10,2023-05-10,109,0.23,0.27,0.01
8035,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-02-23,2015-02-23,22,0.23,0.27,0.01
8036,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-02-17,2019-02-17,131,0.24,0.29,0.01
8037,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2018-05-02,2018-05-02,135,0.29,0.29,0.01
8038,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2020-02-28,2020-02-28,122,0.35,0.27,0.01
8039,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,2,2019-01-25,Missing,118,0.31,0.26,0.01
8040,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2015-12-08,2015-12-08,20,0.25,0.3,0.01
8041,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-04-26,2020-04-26,24,0.36,0.22,0.01
8042,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-08-04,2017-08-04,98,0.36,0.34,0.01
8043,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2017-11-13,Missing,30,0.33,0.26,0.01
8044,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2020-08-29,2020-08-29,113,0.25,0.3,0.01
8045,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2021-05-22,2021-05-22,131,0.21,0.25,0.01
8046,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-08-20,2017-08-20,71,0.35,0.31,0.01
8047,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-08-16,2021-08-16,23,0.29,0.29,0.01
8048,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-04-08,2015-04-08,77,0.31,0.26,0.01
8049,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-05-26,Missing,132,0.36,0.22,0.01
8050,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2022-09-21,32,0.39,0.22,0.01
8051,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2016-09-26,2016-09-26,81,0.24,0.29,0.01
8052,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-11-17,2016-11-17,90,0.36,0.23,0.01
8053,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2022-01-10,2022-01-10,127,0.25,0.3,0.01
8054,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-03-23,2022-03-23,38,0.35,0.25,0.01
8055,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-10-06,2020-10-06,115,0.23,0.22,0.01
8056,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-04-01,2022-04-01,145,0.24,0.29,0.01
8057,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-12-17,2015-12-17,64,0.24,0.29,0.01
8058,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-10-14,2018-10-14,109,0.37,0.32,0.01
8059,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-05-21,2022-05-21,93,0.34,0.26,0.01
8060,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,Missing,2023-07-31,45,0.21,0.25,0.01
8061,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-06-13,2020-06-13,114,0.21,0.25,0.01
8062,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-07-19,2016-07-19,68,0.21,0.25,0.01
8063,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-08-06,2015-08-06,54,0.37,0.32,0.01
8064,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2016-08-28,2016-08-28,82,0.23,0.27,0.01
8065,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-05-22,2019-05-22,128,0.23,0.27,0.01
8066,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-06-06,2017-06-06,33,0.36,0.23,0.01
8067,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-01-11,2019-01-11,48,0.36,0.23,0.01
8068,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2020-03-25,Missing,165,0.24,0.29,0.01
8069,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2015-07-19,2015-07-19,20,0.21,0.25,0.01
8070,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-09-17,2021-09-17,40,0.35,0.27,0.01
8071,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2015-10-15,2015-10-15,92,0.37,0.24,0.01
8072,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-04-20,2020-04-20,82,0.39,0.29,0.01
8073,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2023-05-14,2023-05-14,109,0.37,0.24,0.01
8074,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-09-16,2020-09-16,92,0.37,0.24,0.01
8075,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-01-17,2016-01-17,91,0.34,0.26,0.01
8076,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2023-05-11,Missing,121,0.35,0.31,0.01
8077,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-03-13,2021-03-13,110,0.35,0.27,0.01
8078,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-08-29,2018-08-29,106,0.35,0.27,0.01
8079,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-06-02,2015-06-02,74,0.23,0.27,0.01
8080,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2015-08-30,2015-08-30,83,0.25,0.3,0.01
8081,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-11-06,2015-11-06,73,0.35,0.25,0.01
8082,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2018-04-06,118,0.36,0.22,0.01
8083,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2015-11-27,93,0.36,0.34,0.01
8084,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-08-06,2015-08-06,73,0.35,0.31,0.01
8085,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-05-05,2015-05-05,90,0.26,0.31,0.01
8086,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-04-07,2020-04-07,119,0.4,0.22,0.01
8087,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-06-04,2022-06-04,96,0.24,0.29,0.01
8088,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-09-25,2015-09-25,29,0.37,0.32,0.01
8089,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-06-08,Missing,97,0.37,0.32,0.01
8090,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2017-03-19,2017-03-19,86,0.33,0.26,0.01
8091,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,Missing,2016-04-24,91,0.26,0.35,0.01
8092,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2020-11-30,Missing,109,0.34,0.26,0.01
8093,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2017-05-25,2017-05-25,18,0.4,0.22,0.01
8094,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2021-09-04,2021-09-04,41,0.39,0.29,0.01
8095,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-05-21,2020-05-21,98,0.33,0.26,0.01
8096,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2017-03-01,2017-03-01,18,0.31,0.26,0.01
8097,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-08-14,2016-08-14,140,0.36,0.34,0.01
8098,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-01-26,2023-01-26,133,0.26,0.35,0.01
8099,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-12-23,2021-12-23,27,0.39,0.29,0.01
8100,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2015-08-13,2015-08-13,77,0.35,0.27,0.01
8101,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-11-28,2023-11-28,215,0.37,0.24,0.01
8102,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-03-23,2017-03-23,42,0.39,0.22,0.01
8103,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2023-05-12,2023-05-12,45,0.34,0.26,0.01
8104,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-07-25,2023-07-25,153,0.39,0.22,0.01
8105,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2019-02-26,2019-02-26,32,0.33,0.26,0.01
8106,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2020-04-03,2020-04-03,26,0.23,0.22,0.01
8107,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2016-10-16,2016-10-16,80,0.26,0.29,0.01
8108,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-03-09,2023-03-09,243,0.25,0.3,0.01
8109,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,Missing,2018-03-16,93,0.36,0.22,0.01
8110,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-02-28,2015-02-28,53,0.35,0.25,0.01
8111,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2018-07-30,2018-07-30,35,0.37,0.31,0.01
8112,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,2,2019-02-04,2019-02-04,133,0.37,0.32,0.01
8113,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2021-10-22,2021-10-22,92,0.21,0.31,0.01
8114,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-07-05,2022-07-05,108,0.37,0.24,0.01
8115,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-12-30,2023-12-30,141,0.37,0.24,0.01
8116,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-06-06,2018-06-06,84,0.37,0.24,0.01
8117,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2016-03-17,2016-03-17,77,0.39,0.29,0.01
8118,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-12-10,2017-12-10,85,0.36,0.22,0.01
8119,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-07-13,2017-07-13,29,0.35,0.27,0.01
8120,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,Missing,2017-04-03,19,0.31,0.26,0.01
8121,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-04-27,2023-04-27,38,0.37,0.31,0.01
8122,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2020-07-18,2020-07-18,22,0.21,0.25,0.01
8123,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-07-13,2022-07-13,172,0.33,0.26,0.01
8124,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2015-12-21,2015-12-21,78,0.37,0.31,0.01
8125,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,Missing,2015-02-20,14,0.37,0.31,0.01
8126,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-12-11,2022-12-11,152,0.31,0.26,0.01
8127,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,2023-03-02,2023-03-02,212,0.21,0.25,0.01
8128,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-09-13,Missing,95,0.39,0.22,0.01
8129,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-08-25,2015-08-25,16,0.37,0.31,0.01
8130,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2021-03-06,2021-03-06,107,0.35,0.25,0.01
8131,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-11-04,2020-11-04,109,0.39,0.22,0.01
8132,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2016-08-18,2016-08-18,74,0.26,0.35,0.01
8133,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2020-01-20,2020-01-20,30,0.31,0.26,0.01
8134,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-07-03,2017-07-03,82,0.33,0.26,0.01
8135,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-11-04,2021-11-04,108,0.25,0.3,0.01
8136,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-10-16,2017-10-16,94,0.31,0.26,0.01
8137,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-03-01,2017-03-01,38,0.35,0.27,0.01
8138,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-05-30,2019-05-30,32,0.36,0.34,0.01
8139,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-10-09,2020-10-09,83,0.37,0.32,0.01
8140,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,Missing,2015-01-01,58,0.23,0.22,0.01
8141,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-05-14,2022-05-14,137,0.35,0.31,0.01
8142,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-08-05,2016-08-05,88,0.36,0.22,0.01
8143,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-05-10,2016-05-10,72,0.21,0.31,0.01
8144,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-01-01,2022-01-01,47,0.36,0.34,0.01
8145,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2021-05-09,2021-05-09,101,0.36,0.34,0.01
8146,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-09-23,2015-09-23,85,0.29,0.29,0.01
8147,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-06-04,2020-06-04,98,0.36,0.22,0.01
8148,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-10-19,2015-10-19,65,0.23,0.22,0.01
8149,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2020-05-11,2020-05-11,46,0.36,0.23,0.01
