,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
8612,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2021-10-15,41
8613,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-10-21,2017-10-21,74
8614,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2020-03-03,2020-03-03,132
8615,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-05-18,2015-05-18,48
8616,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-06-05,2023-06-05,98
8617,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2019-02-21,2019-02-21,42
8618,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-05-26,2017-05-26,88
8619,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2023-10-29,2023-10-29,43
8620,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2020-06-12,2020-06-12,171
8621,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-09-25,2022-09-25,46
8622,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-03-30,2018-03-30,119
8623,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2022-01-18,2022-01-18,158
8624,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-07-07,2023-07-07,41
8625,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-11-16,2018-11-16,126
8626,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2016-01-05,2016-01-05,24
8627,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-04-03,2023-04-03,115
8629,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,2019-08-09,2019-08-09,33
8630,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-06-25,2023-06-25,122
8631,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2022-09-20,2022-09-20,29
8632,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2019-09-01,2019-09-01,113
8633,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2022-08-26,2022-08-26,25
8634,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2023-12-16,2023-12-16,158
8635,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-02-24,2020-02-24,140
8636,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-01-29,2019-01-29,116
8637,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-06-16,2018-06-16,32
8638,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-03-20,2019-03-20,111
8639,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2023-01-01,2023-01-01,22
8640,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-01-08,2015-01-08,82
8641,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-06-01,2023-06-01,87
8642,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-04-06,2020-04-06,92
8643,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2022-10-16,2022-10-16,91
8644,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2018-03-04,89
8645,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-03-02,2019-03-02,128
8646,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2022-10-30,2022-10-30,78
8647,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2019-08-15,2019-08-15,90
8648,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2023-09-25,2023-09-25,146
8649,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2017-02-13,2017-02-13,32
8651,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-07-04,2018-07-04,121
8652,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-12-27,2019-12-27,115
8654,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2019-02-14,2019-02-14,21
8655,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-05-13,2019-05-13,35
8656,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2020-10-18,2020-10-18,96
8657,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-03-24,2016-03-24,109
8658,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2023-05-05,2023-05-05,92
8659,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-07-12,Missing,155
8661,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-04-17,2022-04-17,41
8662,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-07-31,2016-07-31,89
8663,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,7,2020-04-14,2020-04-14,92
8664,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2016-09-12,2016-09-12,106
8665,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-02-21,2015-02-21,57
8666,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2023-03-24,2023-03-24,169
8667,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-06-23,2021-06-23,141
8668,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-05-22,2017-05-22,75
8669,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-10-24,Missing,18
8670,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2016-09-28,2016-09-28,91
8671,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2015-02-22,2015-02-22,63
8672,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2015-07-27,2015-07-27,56
8673,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-08-07,2015-08-07,24
8674,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-12-16,2017-12-16,20
8675,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-05-09,2020-05-09,132
8676,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2019-02-03,Missing,151
8677,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-01-14,2023-01-14,144
8678,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-08-07,2017-08-07,31
8679,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-10-19,2022-10-19,40
8681,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-01-27,2019-01-27,132
8682,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2023-06-03,2023-06-03,157
8683,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-06-26,2022-06-26,156
8684,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2022-04-23,2022-04-23,46
8685,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-05-25,2023-05-25,157
8686,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2021-09-14,2021-09-14,125
8688,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2018-08-11,109
8689,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2019-02-11,2019-02-11,40
8690,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-01-08,2017-01-08,79
8691,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-06-02,2022-06-02,50
8692,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-12-08,2015-12-08,79
8693,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2023-08-02,2023-08-02,132
8696,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2021-02-06,2021-02-06,93
8697,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-07-02,2020-07-02,171
8698,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-08-31,2015-08-31,91
8699,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-10-22,2022-10-22,135
8700,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-02-20,Missing,96
8701,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2019-09-08,2019-09-08,20
8702,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2022-04-26,2022-04-26,102
8703,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-03-15,2022-03-15,102
8704,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-05-15,2018-05-15,82
8705,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-06-11,2017-06-11,22
8706,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-01-20,2017-01-20,86
8707,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-05-13,2022-05-13,155
8708,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-07-03,2015-07-03,25
8709,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2023-10-15,2023-10-15,131
8710,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2019-07-10,2019-07-10,20
8712,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-12-25,2017-12-25,77
8713,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,2,2023-06-09,2023-06-09,103
8714,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2020-08-03,2020-08-03,102
8715,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-09-19,2019-09-19,30
8716,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-05-06,2023-05-06,147
8717,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-04-23,2017-04-23,75
8718,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-03-17,2020-03-17,143
8719,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-10-08,2022-10-08,27
8720,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2020-11-22,2020-11-22,35
8721,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2016-06-16,2016-06-16,71
8722,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-01-15,2020-01-15,130
8723,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2023-08-30,2023-08-30,50
8724,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-11-30,2019-11-30,126
8726,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2021-09-25,2021-09-25,182
8727,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-09-29,2019-09-29,34
8728,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2019-07-22,2019-07-22,119
8729,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-07-05,2022-07-05,174
8730,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-08-03,2016-08-03,94
8731,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-04-20,Missing,94
8732,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,Missing,2019-07-20,44
8733,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-02-17,2019-02-17,18
8734,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-06-23,2018-06-23,92
8735,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-09-22,2016-09-22,14
8736,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-09-13,2022-09-13,87
8737,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-02-22,2023-02-22,40
8738,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-07-02,2018-07-02,141
8739,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-03-03,2021-03-03,37
8740,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2022-04-18,2022-04-18,153
8741,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-07-20,2023-07-20,196
8742,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2015-01-27,2015-01-27,65
8743,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-04-24,2020-04-24,84
8744,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-06-26,2019-06-26,35
8745,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-06-29,2021-06-29,85
8746,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-05-15,2022-05-15,34
8747,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-02-08,2018-02-08,119
8748,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-03-28,2016-03-28,99
8749,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2016-06-08,2016-06-08,111
8750,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-05-11,2023-05-11,177
8751,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2022-06-12,Missing,109
8752,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-04-09,2021-04-09,162
8753,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2021-09-28,2021-09-28,130
8754,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2023-07-29,2023-07-29,114
8755,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-02-06,2016-02-06,35
8756,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-02-01,2018-02-01,85
8757,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-06-17,2023-06-17,144
8758,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2021-09-25,2021-09-25,174
8759,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2021-05-20,2021-05-20,148
8760,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-10-29,2021-10-29,150
8761,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2022-07-28,24
8762,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-06-17,2023-06-17,157
8763,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,2,2019-10-12,Missing,21
8764,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2021-09-16,Missing,36
8765,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2020-06-22,2020-06-22,103
8766,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-04-20,2021-04-20,73
8768,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-03-19,2023-03-19,44
8770,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2023-08-31,2023-08-31,92
8771,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2020-07-15,Missing,30
8772,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-07-15,2019-07-15,40
8773,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-04-03,2022-04-03,134
8775,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-05-14,2017-05-14,96
8776,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-06-14,2015-06-14,62
8777,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-09-12,2021-09-12,93
8778,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-02-01,2022-02-01,40
8779,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2019-01-30,2019-01-30,34
8780,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-11-28,2017-11-28,97
8781,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-05-10,2022-05-10,135
8782,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-03-21,2023-03-21,140
8783,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-11-13,2023-11-13,96
8784,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2017-10-07,2017-10-07,85
8785,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2019-12-12,2019-12-12,109
8786,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-01-22,2020-01-22,100
8787,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-03-16,2019-03-16,109
8788,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-12-27,2019-12-27,110
8789,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-05-17,2021-05-17,108
8790,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-09-20,2019-09-20,120
8791,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-05-02,2019-05-02,37
8792,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-09-16,2019-09-16,34
8793,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-09-15,2017-09-15,109
8794,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-06-17,2017-06-17,95
8795,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2016-10-23,2016-10-23,13
8796,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2020-03-22,2020-03-22,126
8797,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-02-24,2016-02-24,60
8798,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-10-29,2018-10-29,34
8799,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-11-07,2021-11-07,145
8800,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2019-12-24,2019-12-24,82
8801,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-12-04,2022-12-04,153
8802,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2016-05-06,2016-05-06,79
8803,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-06-05,2020-06-05,32
8804,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,Missing,2022-03-22,83
8805,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2019-01-23,2019-01-23,43
8806,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-01-07,2018-01-07,124
8807,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,7,2021-10-14,2021-10-14,40
8808,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-07-16,2020-07-16,149
8809,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-11-18,2023-11-18,118
8810,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-01-11,2023-01-11,110
8811,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2019-12-24,2019-12-24,114
8812,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-11-05,2015-11-05,90
8813,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-01-22,2015-01-22,55
8814,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-10-22,2016-10-22,84
8815,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2022-04-30,2022-04-30,46
8816,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2018-12-28,2018-12-28,96
8817,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2023-03-03,2023-03-03,144
8818,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-06-27,2022-06-27,109
8819,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-07-25,2023-07-25,49
8820,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-10-17,2020-10-17,90
8821,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2018-08-06,2018-08-06,31
8822,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-03-26,2018-03-26,90
8823,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2018-01-29,2018-01-29,28
8824,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-06-12,2015-06-12,71
8825,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-04-20,2021-04-20,90
8826,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-07-28,2018-07-28,73
8827,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-03-14,2016-03-14,98
8828,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2015-03-09,2015-03-09,92
8829,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2019-04-11,2019-04-11,108
8830,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2018-01-30,2018-01-30,105
8831,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2022-06-27,2022-06-27,205
8832,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,Missing,2020-08-05,110
8833,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-05-12,2015-05-12,73
8834,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2019-03-15,2019-03-15,89
8835,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-03-14,2019-03-14,121
8836,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-08-18,2021-08-18,86
8837,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-04-05,2020-04-05,38
8838,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2018-06-26,2018-06-26,29
8839,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2018-12-25,2018-12-25,88
8840,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2019-04-01,2019-04-01,36
8841,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2017-07-24,75
8842,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2019-08-11,2019-08-11,115
8844,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2021-09-17,2021-09-17,132
8845,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-06-16,2019-06-16,122
8847,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-10-06,2016-10-06,88
8848,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-06-27,2015-06-27,68
8849,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-05-14,2023-05-14,180
8850,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-02-18,2022-02-18,136
8851,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2020-01-03,2020-01-03,30
8852,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-05-30,2020-05-30,96
8853,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-03-26,2020-03-26,43
8854,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-05-02,2023-05-02,135
8855,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,Missing,2016-04-18,24
8856,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2017-06-02,2017-06-02,121
8857,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-03-09,2020-03-09,83
8858,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2021-08-13,2021-08-13,96
8859,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-12-23,2017-12-23,129
8860,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-10-14,2021-10-14,29
8861,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-12-06,2019-12-06,97
8862,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-03-24,2020-03-24,92
8863,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-10-10,2023-10-10,131
8864,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2022-06-09,2022-06-09,44
8865,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2015-08-12,2015-08-12,10
8866,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-07-14,2015-07-14,66
8867,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-06-22,2019-06-22,78
8868,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-03-20,Missing,80
8869,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-09-02,2023-09-02,125
8870,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2017-10-03,2017-10-03,95
